f_room_type,f_neighbourhood_cleansed,f_parking_free_vs_paid,f_parking_type,f_parking_on_vs_off_premises,euro_price_day,p_host_response_rate,n_accommodates,n_bedrooms,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_beds,n_days_since,d_airconditioning,d_balcony,d_bathtub,d_bedlinens,d_breakfast,d_changingtable,d_cleaningproducts,d_complimentarybreakfastbuffet,d_conditioner,d_dedicatedworkspace,d_dedicatedworkspacetable,d_diningareafor12people,d_dryer,d_espressomachine,d_gasstove,d_hairdryer,d_hangers,d_hottub,d_inductionstove,d_ironingboard,d_laundromatnearby,d_luggagestorage,d_nespressomachine,d_piano,d_pool,d_portableairconditioning,d_roomdarkeningshades,d_samsungrefrigerator,d_sunloungers,d_valetparkingu2014u20ac30day,d_wifi,d_windowacunit,n_accommodates2,f_bathroom,f_number_of_reviews,n_days_since2,n_days_since3,f_minimum_nights,price,id,neighbourhood_cleansed,room_type,property_type,parking_free_vs_paid,parking_type,parking_on_vs_off_premises,ln_price,ln_accommodates,ln_accommodates2,ln_beds,ln_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,ln_review_scores_rating
Apt,Campo di Marte,Paid,No_parking,Off_premises,71,NA,2,1,1,96,5,0.25,2,1,605,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,366025,221445125,2,71,11180655,Campo di Marte,Apt,Apartment,Paid,No_parking,Off_premises,4.2626798770413155,0.6931471805599453,0.4804530139182014,0,1.791759469228055,6.405228458030842,41.02695159956816,262.78699793180795,4.564348191467836
Apt,Centro Storico,Free,No_parking,Off_premises,59,NA,4,2,1,98,147,2.53,3,2,1741,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,3031081,5277112021,3,59,11197778,Centro Storico,Apt,Apartment,Free,No_parking,Off_premises,4.07753744390572,1.3862943611198906,1.9218120556728056,0.6931471805599453,4.997212273764115,7.462214939768189,55.68465180729956,415.5308406322204,4.584967478670572
Apt,Centro Storico,Paid,No_parking,Off_premises,70,100,5,2,1,98,320,5.53,2,4,1735,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25,1,2,3010225,5222740375,2,70,11197877,Centro Storico,Apt,Apartment,Paid,No_parking,Off_premises,4.248495242049359,1.6094379124341003,2.5902903939802346,1.3862943611198906,5.771441123130016,7.45876269238096,55.633140901254066,414.95439581424705,4.584967478670572
Apt,Campo di Marte,Free,No_parking,On_premises,470,NA,6,3,2,94,55,0.95,2,5,1742,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,2,2,3034564,5286210488,2,470,11199420,Campo di Marte,Apt,Apartment,Free,No_parking,On_premises,6.152732694704104,1.791759469228055,3.210401995568401,1.6094379124341003,4.02535169073515,7.462789157412448,55.6932220079928,415.62677334261303,4.543294782270004
Apt,Campo di Marte,No_parking,No_parking,No_parking,173,100,4,2,1,NA,0,NA,3,3,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,NA,NA,3,173,11216174,Campo di Marte,Apt,Apartment,No_parking,No_parking,No_parking,5.153291594497779,1.3862943611198906,1.9218120556728056,1.0986122886681098,0,NA,NA,NA,NA
Apt,Centro Storico,No_parking,No_parking,No_parking,50,NA,4,1,1,95,124,2.15,3,1,1728,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,2985984,5159780352,3,50,11216694,Centro Storico,Apt,Apartment,No_parking,No_parking,No_parking,3.912023005428146,1.3862943611198906,1.9218120556728056,0,4.8283137373023015,7.454719949364001,55.572849523445605,414.28002998543366,4.553876891600541
Apt,Campo di Marte,Free,Driveway,On_premises,92,100,4,1,1,96,16,0.3,1,1,1591,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,1,1,2531281,4027268071,1,92,11221692,Campo di Marte,Apt,Apartment,Free,Driveway,On_premises,4.5217885770490405,1.3862943611198906,1.9218120556728056,0,2.833213344056216,7.372118028337787,54.348124223743014,400.66078639619747,4.564348191467836
Apt,Campo di Marte,Free,NA,Off_premises,77,100,3,2,2,100,3,0.09,1,2,979,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2,1,958441,938313739,1,77,11227340,Campo di Marte,Apt,Apartment,Free,NA,Off_premises,4.343805421853684,1.0986122886681098,1.206948960812582,0.6931471805599453,1.3862943611198906,6.88653164253051,47.42431806357397,326.5890669702334,4.605170185988092
Apt,Centro Storico,No_parking,No_parking,No_parking,256,80,5,3,2,100,8,0.14,3,3,1699,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,2,1,2886601,4904335099,3,256,11251182,Centro Storico,Apt,Apartment,No_parking,No_parking,No_parking,5.545177444479562,1.6094379124341003,2.5902903939802346,1.0986122886681098,2.1972245773362196,7.4377951216719325,55.3207962719668,411.4647486386415,4.605170185988092
Apt,Centro Storico,Paid,No_parking,Off_premises,84,NA,3,1,1,99,243,4.21,2,2,1730,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2,2992900,5177717000,2,84,11258914,Centro Storico,Apt,Apartment,Paid,No_parking,Off_premises,4.430816798843313,1.0986122886681098,1.206948960812582,0.6931471805599453,5.497168225293202,7.455876687491824,55.59009717908406,414.4729096129379,4.59511985013459
Apt,Centro Storico,Free,No_parking,On_premises,79,NA,4,2,1,95,173,3.01,3,2,1724,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,2972176,5124031424,3,79,11260665,Centro Storico,Apt,Apartment,Free,No_parking,On_premises,4.3694478524670215,1.3862943611198906,1.9218120556728056,0.6931471805599453,5.159055299214529,7.452402451223638,55.538302295004094,413.8937801600879,4.553876891600541
Apt,Rifredi,No_parking,No_parking,No_parking,42,NA,2,1,1,92,124,2.11,1,1,1763,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,3108169,5479701947,1,42,11285291,Rifredi,Apt,Apartment,No_parking,No_parking,No_parking,3.7376696182833684,0.6931471805599453,0.4804530139182014,0,4.8283137373023015,7.47477218239787,55.87221917874901,417.6321096861499,4.5217885770490405
Apt,Rifredi,No_parking,No_parking,No_parking,59,NA,4,1,1,92,239,4.1,1,2,1749,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,3059001,5350192749,1,59,11286106,Rifredi,Apt,Apartment,No_parking,No_parking,No_parking,4.07753744390572,1.3862943611198906,1.9218120556728056,0.6931471805599453,5.480638923341991,7.466799475018602,55.753094400138075,416.2971759976135,4.5217885770490405
Apt,Centro Storico,No_parking,No_parking,No_parking,70,NA,6,1,2,95,74,1.33,3,3,1674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,2,2,2802276,4691010024,3,70,11291583,Centro Storico,Apt,Apartment,No_parking,No_parking,No_parking,4.248495242049359,1.791759469228055,3.210401995568401,1.0986122886681098,4.31748811353631,7.422971251049421,55.1005021939062,409.0094437037513,4.553876891600541
Apt,Centro Storico,No_parking,No_parking,No_parking,116,NA,6,2,2.5,98,88,1.53,2,3,1729,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,2,2,2989441,5168743489,2,116,11296169,Centro Storico,Apt,Apartment,No_parking,No_parking,No_parking,4.7535901911063645,1.791759469228055,3.210401995568401,1.0986122886681098,4.48863636973214,7.455298485683291,55.58147551063157,414.3764902064545,4.584967478670572
Apt,Campo di Marte,Free,NA,Off_premises,75,100,2,1,1,97,67,1.2,2,1,1681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,2825761,4750104241,2,75,11312361,Campo di Marte,Apt,Apartment,Free,NA,Off_premises,4.31748811353631,0.6931471805599453,0.4804530139182014,0,4.219507705176107,7.427144133408616,55.16246997842602,409.6996152845957,4.574710978503383
Apt,Centro Storico,Paid,No_parking,Off_premises,55,100,2,NA,1,97,218,3.75,2,1,1741,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,3031081,5277112021,2,55,11312673,Centro Storico,Apt,Apartment,Paid,No_parking,Off_premises,4.007333185232471,0.6931471805599453,0.4804530139182014,0,5.389071729816501,7.462214939768189,55.68465180729956,415.5308406322204,4.574710978503383
Apt,Centro Storico,Paid,No_parking,Off_premises,62,NA,2,1,1,96,35,0.61,3,1,1729,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,2989441,5168743489,3,62,11318390,Centro Storico,Apt,Apartment,Paid,No_parking,Off_premises,4.127134385045092,0.6931471805599453,0.4804530139182014,0,3.58351893845611,7.455298485683291,55.58147551063157,414.3764902064545,4.564348191467836
Apt,Centro Storico,Free,No_parking,Off_premises,140,50,4,1,1,94,203,3.48,2,1,1749,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,3059001,5350192749,2,140,11335941,Centro Storico,Apt,Apartment,Free,No_parking,Off_premises,4.941642422609304,1.3862943611198906,1.9218120556728056,0,5.318119993844216,7.466799475018602,55.753094400138075,416.2971759976135,4.543294782270004
Apt,Centro Storico,Paid,NA,On_premises,191,NA,4,1,1,100,6,0.12,1,1,1560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,2433600,3796416000,1,191,11341925,Centro Storico,Apt,Apartment,Paid,NA,On_premises,5.25227342804663,1.3862943611198906,1.9218120556728056,0,1.9459101490553132,7.352441100243583,54.05839013255107,397.46112942357064,4.605170185988092
Apt,Centro Storico,Paid,No_parking,Off_premises,68,100,4,1,1,92,173,2.97,2,4,1748,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,3055504,5341020992,2,68,11352622,Centro Storico,Apt,Apartment,Paid,No_parking,Off_premises,4.219507705176107,1.3862943611198906,1.9218120556728056,1.3862943611198906,5.159055299214529,7.466227556215481,55.74455392119139,416.20152459533887,4.5217885770490405
Apt,Centro Storico,Paid,No_parking,Off_premises,321,100,6,3,2,100,2,0.06,3,4,995,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,2,1,990025,985074875,3,321,11388730,Centro Storico,Apt,Apartment,Paid,No_parking,Off_premises,5.771441123130016,1.791759469228055,3.210401995568401,1.3862943611198906,1.0986122886681098,6.902742737158593,47.6478572953957,328.9009008869617,4.605170185988092
Apt,Centro Storico,Paid,No_parking,Off_premises,266,100,6,3,3.5,94,80,1.36,2,5,1762,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,2,2,3104644,5470382728,2,266,11390203,Centro Storico,Apt,Apartment,Paid,No_parking,Off_premises,5.583496308781699,1.791759469228055,3.210401995568401,1.6094379124341003,4.394449154672439,7.474204806496124,55.86373748944977,417.5370152524832,4.543294782270004
Apt,Centro Storico,Paid,No_parking,Off_premises,90,NA,4,1,1,94,20,0.35,2,2,1726,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,2979076,5141885176,2,90,11403092,Centro Storico,Apt,Apartment,Paid,No_parking,Off_premises,4.499809670330265,1.3862943611198906,1.9218120556728056,0.6931471805599453,3.044522437723423,7.453561871643373,55.55558457441586,414.08698694072484,4.543294782270004
Apt,Centro Storico,Paid,No_parking,Off_premises,236,100,4,2,1,NA,0,NA,3,3,NA,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,NA,NA,3,236,11406019,Centro Storico,Apt,Apartment,Paid,No_parking,Off_premises,5.4638318050256105,1.3862943611198906,1.9218120556728056,1.0986122886681098,0,NA,NA,NA,NA
Apt,Centro Storico,No_parking,No_parking,No_parking,182,100,5,2,1,50,2,0.04,3,3,1628,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,1,1,2650384,4314825152,3,182,11408027,Centro Storico,Apt,Apartment,No_parking,No_parking,No_parking,5.204006687076795,1.6094379124341003,2.5902903939802346,1.0986122886681098,1.0986122886681098,7.395107546562485,54.68761562522542,404.420799013613,3.912023005428146
Apt,Campo di Marte,Free,No_parking,On_premises,45,100,2,1,1,100,1,0.02,3,1,1674,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,2802276,4691010024,3,45,11408577,Campo di Marte,Apt,Apartment,Free,No_parking,On_premises,3.8066624897703196,0.6931471805599453,0.4804530139182014,0,0.6931471805599453,7.422971251049421,55.1005021939062,409.0094437037513,4.605170185988092
Apt,Centro Storico,No_parking,No_parking,No_parking,80,NA,2,1,1,97,63,1.09,3,1,1730,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,2992900,5177717000,3,80,11411729,Centro Storico,Apt,Apartment,No_parking,No_parking,No_parking,4.382026634673881,0.6931471805599453,0.4804530139182014,0,4.1588830833596715,7.455876687491824,55.59009717908406,414.4729096129379,4.574710978503383
Apt,Campo di Marte,No_parking,No_parking,No_parking,48,NA,4,2,1,98,23,0.41,2,2,1691,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,2859481,4835382371,2,48,11415799,Campo di Marte,Apt,Apartment,No_parking,No_parking,No_parking,3.871201010907891,1.3862943611198906,1.9218120556728056,0.6931471805599453,3.1780538303479458,7.43307534889858,55.250609142403746,410.68194082803177,4.584967478670572
Apt,Isolotto Legnaia,Free,No_parking,On_premises,60,100,2,1,1,98,235,4.08,2,1,1727,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,2982529,5150827583,2,60,11446073,Isolotto Legnaia,Apt,Apartment,Free,No_parking,On_premises,4.0943445622221,0.6931471805599453,0.4804530139182014,0,5.4638318050256105,7.454141078146678,55.56421921291373,414.1835289101271,4.584967478670572
Apt,Centro Storico,No_parking,No_parking,No_parking,82,0,2,1,1,87,3,0.05,2,1,1697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,2879809,4887035873,2,82,11446300,Centro Storico,Apt,Apartment,No_parking,No_parking,No_parking,4.406719247264253,0.6931471805599453,0.4804530139182014,0,1.3862943611198906,7.436617265234227,55.30327634957979,411.26929972530473,4.465908118654584
Apt,Centro Storico,No_parking,No_parking,No_parking,130,NA,2,1,1,NA,0,NA,5,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,NA,NA,3,130,11450304,Centro Storico,Apt,Apartment,No_parking,No_parking,No_parking,4.867534450455582,0.6931471805599453,0.4804530139182014,0,0,NA,NA,NA,NA
Apt,Centro Storico,No_parking,No_parking,No_parking,77,100,5,2,2,99,369,6.51,1,5,1700,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,2,2,2890000,4913000000,1,77,11451346,Centro Storico,Apt,Apartment,No_parking,No_parking,No_parking,4.343805421853684,1.6094379124341003,2.5902903939802346,1.6094379124341003,5.91350300563827,7.438383530044307,55.32954954003441,411.5624100233625,4.59511985013459
Apt,Campo di Marte,Free,No_parking,On_premises,160,NA,6,1,1,100,5,0.09,2,3,1676,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,1,1,2808976,4707843776,2,160,11453683,Campo di Marte,Apt,Apartment,Free,No_parking,On_premises,5.075173815233827,1.791759469228055,3.210401995568401,1.0986122886681098,1.791759469228055,7.424165281042028,55.11823012022986,409.2068504110955,4.605170185988092
Apt,Centro Storico,Paid,NA,On_premises,107,100,4,1,1,93,184,3.17,2,0,1741,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,3031081,5277112021,2,107,11460005,Centro Storico,Apt,Apartment,Paid,NA,On_premises,4.672828834461906,1.3862943611198906,1.9218120556728056,NA,5.220355825078324,7.462214939768189,55.68465180729956,415.5308406322204,4.532599493153256
Apt,Rifredi,Free,No_parking,On_premises,67,63,6,2,1,91,225,3.89,2,3,1733,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,1,2,3003289,5204699837,2,67,11465014,Rifredi,Apt,Apartment,Free,No_parking,On_premises,4.204692619390966,1.791759469228055,3.210401995568401,1.0986122886681098,5.420534999272286,7.457609289715606,55.615936318052505,414.7619233417399,4.51085950651685
Apt,Isolotto Legnaia,Free,NA,Off_premises,60,NA,5,2,1,97,103,1.9,1,3,1622,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25,1,2,2630884,4267293848,1,60,11472735,Isolotto Legnaia,Apt,Apartment,Free,NA,Off_premises,4.0943445622221,1.6094379124341003,2.5902903939802346,1.0986122886681098,4.6443908991413725,7.3914152346753585,54.633019171390984,403.81533021973024,4.574710978503383
Apt,Centro Storico,No_parking,No_parking,No_parking,65,NA,3,1,1,99,57,1.07,2,3,1596,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2,2547216,4065356736,2,65,11472996,Centro Storico,Apt,Apartment,No_parking,No_parking,No_parking,4.174387269895637,1.0986122886681098,1.206948960812582,1.0986122886681098,4.060443010546419,7.3752557780097545,54.39439779106627,401.17259659992254,4.59511985013459
Apt,Centro Storico,No_parking,No_parking,No_parking,171,NA,2,1,1,NA,1,0.02,4,2,1740,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,3027600,5268024000,3,171,11490262,Centro Storico,Apt,Apartment,No_parking,No_parking,No_parking,5.14166355650266,0.6931471805599453,0.4804530139182014,0.6931471805599453,0.6931471805599453,7.461640392208575,55.676077342638536,415.4348675795604,NA
Apt,Centro Storico,Paid,No_parking,Off_premises,210,100,2,1,1,97,81,1.4,2,1,1738,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,1,2,3020644,5249879272,2,210,11490346,Centro Storico,Apt,Apartment,Paid,No_parking,Off_premises,5.3471075307174685,0.6931471805599453,0.4804530139182014,0,4.406719247264253,7.460490305825338,55.65891560331384,415.2428002912735,4.574710978503383
Apt,Centro Storico,Paid,No_parking,Off_premises,107,100,4,1,1,99,64,1.22,4,2,1570,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,1,2,2464900,3869893000,3,107,11493315,Centro Storico,Apt,Apartment,Paid,No_parking,Off_premises,4.672828834461906,1.3862943611198906,1.9218120556728056,0.6931471805599453,4.174387269895637,7.358830898342354,54.15239219039813,398.4982968698549,4.59511985013459
Apt,Isolotto Legnaia,Free,NA,Off_premises,67,NA,4,2,1,88,274,4.73,1,4,1737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,3017169,5240822553,1,67,11494926,Isolotto Legnaia,Apt,Apartment,Free,NA,Off_premises,4.204692619390966,1.3862943611198906,1.9218120556728056,1.3862943611198906,5.616771097666572,7.459914766241105,55.65032831958207,415.1467059774159,4.477336814478207
Apt,Isolotto Legnaia,Free,NA,On_premises,60,NA,4,2,1,95,90,2.01,1,2,1345,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,1,2,1809025,2433138625,1,60,11501922,Isolotto Legnaia,Apt,Apartment,Free,NA,On_premises,4.0943445622221,1.3862943611198906,1.9218120556728056,0.6931471805599453,4.51085950651685,7.20414929203594,51.899767021941926,373.89366984795316,4.553876891600541
Apt,Centro Storico,No_parking,No_parking,No_parking,160,100,6,2,2,99,28,0.49,3,5,1706,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,2,1,2910436,4965203816,3,160,11502270,Centro Storico,Apt,Apartment,No_parking,No_parking,No_parking,5.075173815233827,1.791759469228055,3.210401995568401,1.6094379124341003,3.367295829986474,7.441906728051625,55.381975749020036,412.1474979394241,4.59511985013459
Apt,Centro Storico,Paid,No_parking,Off_premises,46,100,4,1,1,94,17,0.3,1,3,1688,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,2849344,4809692672,1,46,11507041,Centro Storico,Apt,Apartment,Paid,No_parking,Off_premises,3.828641396489095,1.3862943611198906,1.9218120556728056,1.0986122886681098,2.8903717578961645,7.431299675155903,55.22421486197223,410.387689964514,4.543294782270004
Apt,Gavinana Galluzzo,No_parking,No_parking,No_parking,70,NA,4,2,1.5,90,2,0.04,28,3,1673,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,2798929,4682608217,3,70,11509018,Gavinana Galluzzo,Apt,Apartment,No_parking,No_parking,No_parking,4.248495242049359,1.3862943611198906,1.9218120556728056,1.0986122886681098,1.0986122886681098,7.422373700986824,55.09163135710084,408.9106757294063,4.499809670330265
Apt,Centro Storico,No_parking,No_parking,No_parking,80,NA,3,1,1,100,56,1.06,3,1,1589,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2,2524921,4012099469,3,80,11509763,Centro Storico,Apt,Apartment,No_parking,No_parking,No_parking,4.382026634673881,1.0986122886681098,1.206948960812582,0,4.04305126783455,7.370860166536716,54.32957959463767,400.4557340988008,4.605170185988092
Apt,Centro Storico,Paid,NA,On_premises,70,80,4,1,1,93,142,2.54,2,2,1678,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,1,2,2815684,4724717752,2,70,11519440,Centro Storico,Apt,Apartment,Paid,NA,On_premises,4.248495242049359,1.3862943611198906,1.9218120556728056,0.6931471805599453,4.962844630259907,7.425357887027151,55.13593975043632,409.40408508455613,4.532599493153256
Apt,Centro Storico,Paid,NA,On_premises,62,80,4,1,1,88,107,1.88,2,2,1702,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,1,2,2896804,4930360408,2,62,11519506,Centro Storico,Apt,Apartment,Paid,NA,On_premises,4.127134385045092,1.3862943611198906,1.9218120556728056,0.6931471805599453,4.68213122712422,7.43955930913332,55.34704271411224,411.7576068567732,4.477336814478207
Apt,Rifredi,Free,No_parking,On_premises,50,100,5,1,1,96,227,3.94,2,4,1728,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,1,2,2985984,5159780352,2,50,11521705,Rifredi,Apt,Apartment,Free,No_parking,On_premises,3.912023005428146,1.6094379124341003,2.5902903939802346,1.3862943611198906,5.429345628954441,7.454719949364001,55.572849523445605,414.28002998543366,4.564348191467836
Apt,Centro Storico,No_parking,No_parking,No_parking,50,NA,3,NA,1,95,33,0.58,1,2,1711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,2927521,5008988431,1,50,11525288,Centro Storico,Apt,Apartment,No_parking,No_parking,No_parking,3.912023005428146,1.0986122886681098,1.206948960812582,0.6931471805599453,3.5263605246161616,7.444833273892193,55.42554247605236,412.6339228492397,4.553876891600541
Apt,Centro Storico,Paid,NA,On_premises,300,100,6,2,2,NA,0,NA,2,3,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,2,0,NA,NA,2,300,11525793,Centro Storico,Apt,Apartment,Paid,NA,On_premises,5.703782474656201,1.791759469228055,3.210401995568401,1.0986122886681098,0,NA,NA,NA,NA
Apt,Centro Storico,Paid,NA,On_premises,56,90,4,1,1,96,336,5.86,2,2,1719,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,1,2,2954961,5079577959,2,56,11529588,Centro Storico,Apt,Apartment,Paid,NA,On_premises,4.02535169073515,1.3862943611198906,1.9218120556728056,0.6931471805599453,5.820082930352362,7.449498005382849,55.49502053220304,413.4100447633268,4.564348191467836
Apt,Centro Storico,No_parking,No_parking,No_parking,49,100,2,NA,1,94,222,3.84,1,1,1734,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,3006756,5213714904,1,49,11538324,Centro Storico,Apt,Apartment,No_parking,No_parking,No_parking,3.8918202981106265,0.6931471805599453,0.4804530139182014,0,5.407171771460119,7.458186157340487,55.624540757545255,414.85817988634574,4.543294782270004
Apt,Centro Storico,Paid,No_parking,Off_premises,209,100,4,2,2,94,31,0.54,3,3,1715,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2,1,2941225,5044200875,3,209,11541482,Centro Storico,Apt,Apartment,Paid,No_parking,Off_premises,5.342334251964811,1.3862943611198906,1.9218120556728056,1.0986122886681098,3.4657359027997265,7.44716835960004,55.46031657622795,413.0223148198864,4.543294782270004
Apt,Centro Storico,Paid,NA,On_premises,95,80,6,3,2,90,186,3.22,2,4,1733,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,36,2,2,3003289,5204699837,2,95,11549197,Centro Storico,Apt,Apartment,Paid,NA,On_premises,4.553876891600541,1.791759469228055,3.210401995568401,1.3862943611198906,5.231108616854587,7.457609289715606,55.615936318052505,414.7619233417399,4.499809670330265
