f_room_type,f_neighbourhood_cleansed,f_parking_free_vs_paid,f_parking_type,f_parking_on_vs_off_premises,euro_price_day,p_host_response_rate,n_accommodates,n_bedrooms,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_beds,n_days_since,d_airconditioning,d_balcony,d_bathtub,d_bedlinens,d_breakfast,d_changingtable,d_cleaningproducts,d_complimentarybreakfastbuffet,d_conditioner,d_dedicatedworkspace,d_dedicatedworkspacetable,d_diningareafor12people,d_dryer,d_espressomachine,d_gasstove,d_hairdryer,d_hangers,d_hottub,d_inductionstove,d_ironingboard,d_laundromatnearby,d_luggagestorage,d_nespressomachine,d_piano,d_pool,d_portableairconditioning,d_roomdarkeningshades,d_samsungrefrigerator,d_sunloungers,d_valetparkingu2014u20ac30day,d_wifi,d_windowacunit,price,id,neighbourhood_cleansed,room_type,property_type,parking_free_vs_paid,parking_type,parking_on_vs_off_premises
Apt,Centro Storico,Paid,NA,On_premises,103,100,4,1,1,99,80,2.41,1,2,996,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,103,23181696,Centro Storico,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Isolotto Legnaia,Paid,NA,On_premises,60,NA,6,1,1,100,3,0.1,2,2,919,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,23184862,Isolotto Legnaia,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Centro Storico,No_parking,No_parking,No_parking,40,100,4,2,2,NA,0,NA,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,23193052,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Centro Storico,No_parking,No_parking,No_parking,147,99,4,1,1,90,2,0.05,1,1,1268,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,147,23193979,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Centro Storico,No_parking,No_parking,No_parking,384,99,6,3,2,80,6,0.15,1,7,1189,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,384,23199013,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Centro Storico,Paid,No_parking,Off_premises,97,100,3,1,1,98,13,0.4,2,1,982,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97,23199386,Centro Storico,Entire home/apt,Apartment,Paid,No_parking,Off_premises
Apt,Centro Storico,Paid,No_parking,Off_premises,110,100,2,1,1,97,7,0.21,3,1,989,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,110,23214196,Centro Storico,Entire home/apt,Apartment,Paid,No_parking,Off_premises
Apt,Centro Storico,No_parking,No_parking,No_parking,212,99,6,3,2,98,10,0.26,1,5,1171,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,212,23242271,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Centro Storico,No_parking,No_parking,No_parking,68,50,4,2,1,86,31,0.98,2,2,945,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68,23253151,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Gavinana Galluzzo,Free,No_parking,On_premises,157,63,5,2,1.5,NA,0,NA,2,4,NA,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,157,23260918,Gavinana Galluzzo,Entire home/apt,Apartment,Free,No_parking,On_premises
Apt,Centro Storico,No_parking,No_parking,No_parking,74,100,3,1,1,95,58,1.73,3,2,1005,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,23261850,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Isolotto Legnaia,Free,NA,Off_premises,50,100,3,1,1,95,79,2.3,1,2,1031,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,23277122,Isolotto Legnaia,Entire home/apt,Apartment,Free,NA,Off_premises
Apt,Centro Storico,No_parking,No_parking,No_parking,65,NA,4,2,2,99,47,1.68,1,2,837,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65,23279599,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Centro Storico,Paid,NA,On_premises,146,50,4,1,1,93,6,0.18,1,1,995,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,146,23281482,Centro Storico,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Centro Storico,No_parking,No_parking,No_parking,70,NA,2,1,1,96,53,1.54,3,2,1029,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70,23282406,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Centro Storico,Paid,No_parking,Off_premises,79,100,6,3,2,100,2,0.08,1,4,738,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,79,23282457,Centro Storico,Entire home/apt,Apartment,Paid,No_parking,Off_premises
Apt,Gavinana Galluzzo,No_parking,No_parking,No_parking,69,NA,2,1,1,98,21,0.63,2,2,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,23297924,Gavinana Galluzzo,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Centro Storico,No_parking,No_parking,No_parking,60,NA,4,1,1,99,118,3.52,1,2,1004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,23299052,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Rifredi,No_parking,No_parking,No_parking,68,NA,4,2,1,100,47,1.46,3,4,963,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68,23322513,Rifredi,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Centro Storico,Paid,No_parking,Off_premises,77,100,3,1,1,99,39,1.17,2,1,1002,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77,23333014,Centro Storico,Entire home/apt,Apartment,Paid,No_parking,Off_premises
Apt,Centro Storico,No_parking,No_parking,No_parking,140,100,6,2,2,NA,0,NA,2,2,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140,23336670,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Centro Storico,No_parking,No_parking,No_parking,93,NA,6,2,2,95,106,3.17,1,2,1003,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93,23348380,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Rifredi,Free,No_parking,On_premises,103,NA,4,2,2,95,5,0.15,2,2,1010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,23350186,Rifredi,Entire home/apt,Apartment,Free,No_parking,On_premises
Apt,Centro Storico,No_parking,No_parking,No_parking,57,100,5,1,2,90,19,0.56,2,2,1022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,23358022,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Rifredi,Paid,No_parking,On_premises,33,NA,4,1,1,94,59,1.73,2,4,1020,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,23364293,Rifredi,Entire home/apt,Apartment,Paid,No_parking,On_premises
Apt,Centro Storico,Paid,NA,On_premises,100,100,4,2,1,100,2,0.13,3,2,447,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,23364519,Centro Storico,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Centro Storico,Paid,NA,On_premises,100,100,4,2,1,100,3,0.1,3,2,921,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,23365207,Centro Storico,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Centro Storico,Free,NA,On_premises,69,NA,5,2,2,NA,0,NA,1,3,NA,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,23365226,Centro Storico,Entire home/apt,Apartment,Free,NA,On_premises
Apt,Centro Storico,Free,No_parking,Off_premises,60,100,4,2,2,97,43,1.29,2,2,1000,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,23368404,Centro Storico,Entire home/apt,Apartment,Free,No_parking,Off_premises
Apt,Campo di Marte,Paid,NA,On_premises,139,100,5,1,1,99,88,2.6,2,3,1015,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,139,23369068,Campo di Marte,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Centro Storico,Free,No_parking,On_premises,82,100,4,1,1,95,43,1.35,2,2,954,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82,23372236,Centro Storico,Entire home/apt,Apartment,Free,No_parking,On_premises
Apt,Centro Storico,Paid,NA,On_premises,86,NA,4,1,1,100,30,0.9,2,2,994,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86,23395206,Centro Storico,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Centro Storico,Paid,NA,On_premises,104,100,2,1,1,99,68,2.49,2,1,817,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,104,23396757,Centro Storico,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Centro Storico,Paid,No_parking,On_premises,145,NA,5,3,1,100,11,0.33,3,3,991,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,145,23398225,Centro Storico,Entire home/apt,Apartment,Paid,No_parking,On_premises
Apt,Centro Storico,No_parking,No_parking,No_parking,121,NA,2,1,1,100,18,0.54,2,1,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,121,23398491,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Rifredi,Paid,NA,On_premises,55,NA,2,NA,1,NA,0,NA,20,1,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55,23398773,Rifredi,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Rifredi,No_parking,No_parking,No_parking,117,99,4,1,1,93,3,0.1,1,2,943,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,117,23403899,Rifredi,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Rifredi,Paid,No_parking,On_premises,48,67,4,1,1,91,79,2.37,1,1,997,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48,23404980,Rifredi,Entire home/apt,Apartment,Paid,No_parking,On_premises
Apt,Centro Storico,Free,No_parking,On_premises,60,97,6,2,1,95,73,2.17,1,3,1006,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,23409811,Centro Storico,Entire home/apt,Apartment,Free,No_parking,On_premises
Apt,Centro Storico,Free,NA,On_premises,40,100,3,1,1,99,122,3.62,2,3,1011,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40,23414197,Centro Storico,Entire home/apt,Apartment,Free,NA,On_premises
Apt,Centro Storico,Free,NA,On_premises,60,NA,4,1,1,90,8,0.26,2,2,935,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,23424524,Centro Storico,Entire home/apt,Apartment,Free,NA,On_premises
Apt,Centro Storico,No_parking,No_parking,No_parking,76,NA,4,2,2,84,73,2.17,1,4,1009,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76,23425255,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Centro Storico,No_parking,No_parking,No_parking,95,NA,2,1,1,NA,0,NA,2,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,95,23426134,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Centro Storico,Paid,NA,On_premises,278,100,3,1,1,92,5,0.15,10,1,1002,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,278,23429729,Centro Storico,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Centro Storico,Paid,NA,On_premises,75,100,4,1,1,94,28,0.84,1,2,994,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,23441944,Centro Storico,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Centro Storico,Paid,NA,On_premises,72,100,4,1,1,90,10,0.32,2,2,943,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72,23445299,Centro Storico,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Campo di Marte,Free,NA,Off_premises,56,100,4,2,1,97,7,0.21,2,2,980,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56,23447976,Campo di Marte,Entire home/apt,Apartment,Free,NA,Off_premises
Apt,Rifredi,Paid,NA,On_premises,139,100,6,2,2.5,NA,0,NA,4,3,NA,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,139,23448960,Rifredi,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Campo di Marte,Free,NA,Off_premises,40,100,2,1,1,98,120,3.7,1,1,973,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,23450126,Campo di Marte,Entire home/apt,Apartment,Free,NA,Off_premises
Apt,Centro Storico,Paid,No_parking,Off_premises,70,100,2,1,1,98,222,6.56,2,1,1014,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70,23457408,Centro Storico,Entire home/apt,Apartment,Paid,No_parking,Off_premises
Apt,Campo di Marte,No_parking,No_parking,No_parking,86,100,6,2,1,87,40,1.2,1,4,1002,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86,23462531,Campo di Marte,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Campo di Marte,Paid,No_parking,Off_premises,92,100,2,1,1,84,14,0.43,1,1,987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92,23473554,Campo di Marte,Entire home/apt,Apartment,Paid,No_parking,Off_premises
Apt,Rifredi,Paid,NA,On_premises,39,100,2,1,1,99,54,1.63,1,2,995,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,23473835,Rifredi,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Centro Storico,Paid,NA,On_premises,150,100,4,1,1,96,120,3.66,2,2,982,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,150,23476075,Centro Storico,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Centro Storico,Paid,No_parking,On_premises,70,100,3,1,1,96,72,2.21,2,2,978,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70,23476456,Centro Storico,Entire home/apt,Apartment,Paid,No_parking,On_premises
Apt,Gavinana Galluzzo,Free,No_parking,On_premises,100,NA,3,1,1,96,5,0.15,3,1,995,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,23478266,Gavinana Galluzzo,Entire home/apt,Apartment,Free,No_parking,On_premises
Apt,Gavinana Galluzzo,Free,NA,On_premises,45,100,5,2,1,99,145,4.37,2,5,995,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,23478571,Gavinana Galluzzo,Entire home/apt,Apartment,Free,NA,On_premises
Apt,Centro Storico,Free,NA,On_premises,70,NA,4,1,1,98,31,0.96,2,4,967,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70,23478707,Centro Storico,Entire home/apt,Apartment,Free,NA,On_premises
Apt,Centro Storico,Paid,NA,On_premises,60,NA,2,1,1,87,106,3.14,2,2,1012,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,23492184,Centro Storico,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Centro Storico,Paid,No_parking,Off_premises,95,100,6,2,1,96,72,2.42,3,2,892,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,95,23492551,Centro Storico,Entire home/apt,Apartment,Paid,No_parking,Off_premises
Apt,Centro Storico,Paid,NA,On_premises,60,NA,2,1,1,89,110,3.25,2,2,1015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,23492690,Centro Storico,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Centro Storico,Free,NA,On_premises,96,NA,3,1,1,100,3,0.09,2,2,979,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96,23492934,Centro Storico,Entire home/apt,Apartment,Free,NA,On_premises
Apt,Centro Storico,No_parking,No_parking,No_parking,136,99,6,3,3,NA,0,NA,1,5,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,136,23497739,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Centro Storico,Free,NA,Off_premises,42,NA,4,1,1,95,108,3.17,2,1,1021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,23499121,Centro Storico,Entire home/apt,Apartment,Free,NA,Off_premises
Apt,Isolotto Legnaia,Free,No_parking,On_premises,74,100,4,1,1,99,50,1.51,3,1,995,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,23502502,Isolotto Legnaia,Entire home/apt,Apartment,Free,No_parking,On_premises
Apt,Centro Storico,Paid,NA,On_premises,75,NA,4,2,2,93,41,1.2,2,2,1024,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,23509184,Centro Storico,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Centro Storico,Paid,No_parking,Off_premises,61,100,2,1,1,99,52,1.57,6,1,991,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61,23509623,Centro Storico,Entire home/apt,Apartment,Paid,No_parking,Off_premises
Apt,Centro Storico,Paid,No_parking,Off_premises,158,100,6,3,2,98,78,2.3,1,2,1017,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,158,23511010,Centro Storico,Entire home/apt,Apartment,Paid,No_parking,Off_premises
Apt,Centro Storico,No_parking,No_parking,No_parking,55,100,2,1,1,95,47,1.41,2,1,997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55,23513316,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Centro Storico,Paid,No_parking,On_premises,82,63,3,1,1,87,3,0.09,1,1,968,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82,23515792,Centro Storico,Entire home/apt,Apartment,Paid,No_parking,On_premises
Apt,Centro Storico,Paid,NA,On_premises,96,95,6,1,1,82,166,4.99,1,4,997,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96,23517232,Centro Storico,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Centro Storico,Paid,NA,On_premises,178,100,2,1,1,93,9,0.27,2,1,988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,178,23518605,Centro Storico,Entire home/apt,Apartment,Paid,NA,On_premises
Apt,Isolotto Legnaia,Free,NA,Off_premises,75,100,6,2,1,96,99,2.96,1,3,1003,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,23520971,Isolotto Legnaia,Entire home/apt,Apartment,Free,NA,Off_premises
Apt,Centro Storico,Paid,No_parking,Off_premises,121,100,6,2,1,93,40,1.24,2,3,967,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,121,23532553,Centro Storico,Entire home/apt,Apartment,Paid,No_parking,Off_premises
Apt,Centro Storico,Paid,No_parking,Off_premises,190,NA,5,2,2,100,2,0.07,2,3,920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,190,23535345,Centro Storico,Entire home/apt,Apartment,Paid,No_parking,Off_premises
Apt,Centro Storico,No_parking,No_parking,No_parking,100,NA,6,3,3,96,10,0.32,1,3,931,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,23542753,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Centro Storico,No_parking,No_parking,No_parking,65,NA,2,1,1,NA,0,NA,5,1,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,23545338,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Centro Storico,Paid,No_parking,Off_premises,191,50,6,2,1,NA,0,NA,1,4,NA,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,191,23556324,Centro Storico,Entire home/apt,Apartment,Paid,No_parking,Off_premises
Apt,Centro Storico,No_parking,No_parking,No_parking,80,NA,3,NA,1,100,11,0.33,2,3,1005,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,23558326,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Rifredi,Free,No_parking,On_premises,50,100,4,1,1,90,111,3.33,3,2,1000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,23559698,Rifredi,Entire home/apt,Apartment,Free,No_parking,On_premises
Apt,Centro Storico,Paid,No_parking,Off_premises,74,50,3,NA,1,NA,0,NA,2,2,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,23569725,Centro Storico,Entire home/apt,Apartment,Paid,No_parking,Off_premises
Apt,Centro Storico,Paid,No_parking,Off_premises,116,100,4,1,1,98,60,1.85,1,1,974,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,116,23570637,Centro Storico,Entire home/apt,Apartment,Paid,No_parking,Off_premises
Apt,Centro Storico,Paid,No_parking,Off_premises,283,90,4,2,2,100,2,0.13,2,4,445,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,283,23570704,Centro Storico,Entire home/apt,Apartment,Paid,No_parking,Off_premises
Apt,Centro Storico,No_parking,No_parking,No_parking,126,100,4,1,1,100,156,4.67,2,1,1001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,126,23570809,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Centro Storico,No_parking,No_parking,No_parking,87,99,5,3,3,NA,0,NA,1,5,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,23570922,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Centro Storico,No_parking,No_parking,No_parking,636,99,6,3,3,NA,0,NA,1,3,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,636,23573295,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
Apt,Centro Storico,No_parking,No_parking,No_parking,60,100,2,NA,1,95,124,3.69,1,1,1008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,23573317,Centro Storico,Entire home/apt,Apartment,No_parking,No_parking,No_parking
