"f_room_type","f_neighbourhood_cleansed","f_parking_free_vs_paid","f_parking_type","f_parking_on_vs_off_premises","euro_price_day","n_accommodates","n_bedrooms","n_bathrooms","n_review_scores_rating","n_number_of_reviews","n_reviews_per_month","n_minimum_nights","n_beds","n_days_since","d_airconditioning","d_balcony","d_bathtub","d_bedlinens","d_breakfast","d_changingtable","d_cleaningproducts","d_complimentarybreakfastbuffet","d_conditioner","d_dedicatedworkspace","d_dedicatedworkspacetable","d_diningareafor12people","d_dryer","d_espressomachine","d_gasstove","d_hairdryer","d_hangers","d_hottub","d_inductionstove","d_ironingboard","d_laundromatnearby","d_luggagestorage","d_nespressomachine","d_piano","d_pool","d_portableairconditioning","d_roomdarkeningshades","d_samsungrefrigerator","d_sunloungers","d_valetparkingu2014u20ac30day","d_wifi","d_windowacunit","n_accommodates2","f_bathroom","f_number_of_reviews","n_days_since2","n_days_since3","f_minimum_nights","price","id","neighbourhood_cleansed","room_type","property_type","parking_free_vs_paid","parking_type","parking_on_vs_off_premises","ln_price","ln_accommodates","ln_accommodates2","ln_beds","ln_number_of_reviews","ln_days_since","ln_days_since2","ln_days_since3","ln_review_scores_rating","flag_days_since","flag_review_scores_rating","flag_reviews_per_month"
"Apt","Centro Storico","Paid","No_parking","Off_premises",90,4,1,1,99,102,2.39,3,2,1279,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,1,2,1635841,2092240639,3,90,18291658,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",4.49980967033027,1.38629436111989,1.92181205567281,0.693147180559945,4.63472898822964,7.15383380157884,51.177338060612,366.114170892834,4.59511985013459,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",75,2,1,1,94,29,0.67,3,1,1297,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,1682209,2181825073,3,75,18306243,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",4.31748811353631,0.693147180559945,0.480453013918201,0,3.40119738166216,7.16780918431644,51.3774885027712,368.264033957276,4.54329478227,0,0,0
"Apt","Centro Storico","Free","No_parking","Off_premises",45,2,1,1,94,95,2.18,1,1,1309,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,1713481,2242946629,1,45,18308008,"Centro Storico","Apt","Apartment","Free","No_parking","Off_premises",3.80666248977032,0.693147180559945,0.480453013918201,0,4.56434819146784,7.1770187659099,51.5095983662229,369.685354098863,4.54329478227,0,0,0
"Apt","Campo di Marte","No_parking","No_parking","No_parking",100,6,2,2,96,0,0.92,3,3,1194,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,2,0,NA,NA,3,100,18309668,"Campo di Marte","Apt","Apartment","No_parking","No_parking","No_parking",4.60517018598809,1.79175946922805,3.2104019955684,1.09861228866811,0,NA,NA,NA,NA,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",150,4,2,2,96,0,0.92,2,2,1194,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2,0,NA,NA,2,150,18319752,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",5.01063529409626,1.38629436111989,1.92181205567281,0.693147180559945,0,NA,NA,NA,NA,0,0,0
"Apt","Campo di Marte","Free","Unknown","On_premises",59,4,1,1,95,33,0.74,2,4,1341,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,1798281,2411494821,2,59,18322189,"Campo di Marte","Apt","Apartment","Free","Unknown","On_premises",4.07753744390572,1.38629436111989,1.92181205567281,1.38629436111989,3.52636052461616,7.20117088328168,51.8568620902238,373.430125382473,4.55387689160054,0,0,0
"Apt","Centro Storico","Paid","Unknown","On_premises",99,4,1,1,99,184,4.2,1,2,1313,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,1723969,2263571297,1,99,18323487,"Centro Storico","Apt","Apartment","Paid","Unknown","On_premises",4.59511985013459,1.38629436111989,1.92181205567281,0.693147180559945,5.22035582507832,7.1800698743028,51.5534033998706,370.15703866919,4.59511985013459,0,0,0
"Apt","Campo di Marte","Free","No_parking","On_premises",80,4,1,1,97,83,1.87,2,1,1331,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,1771561,2357947691,2,80,18327076,"Campo di Marte","Apt","Apartment","Free","No_parking","On_premises",4.38202663467388,1.38629436111989,1.92181205567281,0,4.43081679884331,7.19368581839511,51.749115653779,372.266879393078,4.57471097850338,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",91,2,1,1,95,68,1.53,1,1,1334,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,1779556,2373927704,1,91,18329313,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.51085950651685,0.693147180559945,0.480453013918201,0,4.23410650459726,7.19593722647557,51.7815125673769,372.6165139268,4.55387689160054,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",87,4,2,1,97,167,3.88,1,2,1289,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,1661521,2141700569,1,87,18334442,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",4.46590811865458,1.38629436111989,1.92181205567281,0.693147180559945,5.12396397940326,7.16162200293919,51.2888297129827,367.311211377498,4.57471097850338,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",130,6,2,2,90,2,0.05,2,3,1292,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,2,1,1669264,2156689088,2,130,18336014,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.86753445045558,1.79175946922805,3.2104019955684,1.09861228866811,1.09861228866811,7.16394668434255,51.3221320961026,367.669018063264,4.49980967033027,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",49,3,1,1,93,108,2.47,2,1,1310,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2,1716100,2248091000,2,49,18340920,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",3.89182029811063,1.09861228866811,1.20694896081258,0,4.69134788222914,7.1777824161952,51.520560414241,369.803372613861,4.53259949315326,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",99,4,1,1,98,39,0.9,3,1,1294,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,1674436,2166720184,3,99,18344580,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.59511985013459,1.38629436111989,1.92181205567281,0,3.68887945411394,7.16549347506085,51.3442967411396,367.907223280223,4.58496747867057,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",282,4,2,2,100,1,0.05,2,4,555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2,1,308025,170953875,2,282,18358522,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",5.64190707093811,1.38629436111989,1.92181205567281,1.38629436111989,0.693147180559945,6.31896811374643,39.9293580225442,252.312340146822,4.60517018598809,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",221,6,3,3,82,10,0.25,3,6,1223,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,2,1,1495729,1829276567,3,221,18374118,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",5.39816270151775,1.79175946922805,3.2104019955684,1.79175946922805,2.39789527279837,7.10906213568717,50.5387644490611,359.283216729233,4.40671924726425,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",65,2,1,1,83,23,0.52,3,1,1324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,1752976,2320940224,3,65,18384980,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.17438726989564,0.693147180559945,0.480453013918201,0,3.17805383034795,7.18841273649695,51.6732776702316,371.448847341237,4.4188406077966,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",129,5,2,2,97,15,0.34,4,3,1330,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25,2,1,1768900,2352637000,3,129,18388701,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",4.85981240436167,1.6094379124341,2.59029039398023,1.09861228866811,2.77258872223978,7.1929342212158,51.7383027107373,372.150208115685,4.57471097850338,0,0,0
"Apt","Campo di Marte","No_parking","No_parking","No_parking",85,5,2,2,98,39,0.9,3,3,1295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,2,1,1677025,2171747375,3,85,18406864,"Campo di Marte","Apt","Apartment","No_parking","No_parking","No_parking",4.44265125649032,1.6094379124341,2.59029039398023,1.09861228866811,3.68887945411394,7.16626597413364,51.3553680120255,368.02622637369,4.58496747867057,0,0,0
"Apt","Campo di Marte","Free","No_parking","On_premises",75,4,1,1,97,189,4.38,2,2,1295,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,1,2,1677025,2171747375,2,75,18408428,"Campo di Marte","Apt","Apartment","Free","No_parking","On_premises",4.31748811353631,1.38629436111989,1.92181205567281,0.693147180559945,5.24702407216049,7.16626597413364,51.3553680120255,368.02622637369,4.57471097850338,0,0,0
"Apt","Gavinana Galluzzo","Free","Unknown","On_premises",90,5,2,1,97,28,0.63,3,5,1333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,1,1,1776889,2368593037,3,90,18429444,"Gavinana Galluzzo","Apt","Apartment","Free","Unknown","On_premises",4.49980967033027,1.6094379124341,2.59029039398023,1.6094379124341,3.36729582998647,7.19518732017871,51.7707205724605,372.500032219483,4.57471097850338,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",45,2,1,1,94,50,1.15,2,1,1302,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,1695204,2207155608,2,45,18435751,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",3.80666248977032,0.693147180559945,0.480453013918201,0,3.93182563272433,7.17165682276851,51.4326615835622,368.857398358898,4.54329478227,0,0,0
"Apt","Centro Storico","Free","Unknown","Off_premises",62,4,1,1,96,38,0.86,2,1,1330,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,1768900,2352637000,2,62,18436940,"Centro Storico","Apt","Apartment","Free","Unknown","Off_premises",4.12713438504509,1.38629436111989,1.92181205567281,0,3.66356164612965,7.1929342212158,51.7383027107373,372.150208115685,4.56434819146784,0,0,0
"Apt","Centro Storico","Paid","No_parking","On_premises",94,2,1,1,99,157,3.58,4,1,1316,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,2,1731856,2279122496,3,94,18441378,"Centro Storico","Apt","Apartment","Paid","No_parking","On_premises",4.54329478227,0.693147180559945,0.480453013918201,0,5.06259503302697,7.18235211188526,51.5861818591027,370.510122219823,4.59511985013459,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",30,2,1,1,92,13,0.29,30,2,1330,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1768900,2352637000,3,30,18456990,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",3.40119738166216,0.693147180559945,0.480453013918201,0.693147180559945,2.63905732961526,7.1929342212158,51.7383027107373,372.150208115685,4.52178857704904,0,0,0
"Apt","Centro Storico","Paid","Unknown","On_premises",68,6,2,2,89,44,1.02,1,2,1296,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,2,1,1679616,2176782336,1,68,18459349,"Centro Storico","Apt","Apartment","Paid","Unknown","On_premises",4.21950770517611,1.79175946922805,3.2104019955684,0.693147180559945,3.80666248977032,7.16703787691222,51.3664319290944,368.145163237653,4.48863636973214,0,0,0
"Apt","Campo di Marte","No_parking","No_parking","No_parking",50,4,1,1,94,98,2.21,30,2,1331,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,1,2,1771561,2357947691,3,50,18462859,"Campo di Marte","Apt","Apartment","No_parking","No_parking","No_parking",3.91202300542815,1.38629436111989,1.92181205567281,0.693147180559945,4.59511985013459,7.19368581839511,51.749115653779,372.266879393078,4.54329478227,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",86,6,2,3,87,67,1.53,1,4,1313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,2,2,1723969,2263571297,1,86,18474837,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.45434729625351,1.79175946922805,3.2104019955684,1.38629436111989,4.21950770517611,7.1800698743028,51.5534033998706,370.15703866919,4.46590811865458,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",108,5,1,1.5,95,31,0.71,2,2,1302,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,1,1,1695204,2207155608,2,108,18484127,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",4.68213122712422,1.6094379124341,2.59029039398023,0.693147180559945,3.46573590279973,7.17165682276851,51.4326615835622,368.857398358898,4.55387689160054,0,0,0
"Apt","Isolotto Legnaia","Free","Unknown","Off_premises",109,4,2,1,98,65,1.55,2,2,1256,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,1,2,1577536,1981385216,2,109,18492708,"Isolotto Legnaia","Apt","Apartment","Free","Unknown","Off_premises",4.69134788222914,1.38629436111989,1.92181205567281,0.693147180559945,4.18965474202643,7.13568734702814,50.9180339145376,363.335170339516,4.58496747867057,0,0,0
"Apt","Rifredi","Free","Unknown","Off_premises",35,5,2,1,97,6,0.17,1,4,1061,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,1,1,1125721,1194389981,1,35,18505266,"Rifredi","Apt","Apartment","Free","Unknown","Off_premises",3.55534806148941,1.6094379124341,2.59029039398023,1.38629436111989,1.94591014905531,6.96696713861398,48.5386311105271,338.167047900349,4.57471097850338,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",154,4,1,1,70,2,0.12,2,3,512,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,262144,134217728,2,154,18515862,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",5.03695260241363,1.38629436111989,1.92181205567281,1.09861228866811,1.09861228866811,6.23832462503951,38.9166941273743,242.77497129993,4.24849524204936,0,0,0
"Apt","Rifredi","Free","No_parking","Off_premises",45,4,1,1,100,8,0.23,2,2,1036,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,1073296,1111934656,2,45,18515914,"Rifredi","Apt","Apartment","Free","No_parking","Off_premises",3.80666248977032,1.38629436111989,1.92181205567281,0.693147180559945,2.19722457733622,6.94312242281943,48.2069489782579,334.706748386655,4.60517018598809,0,0,0
"Apt","Centro Storico","Paid","Unknown","On_premises",346,5,2,2,60,3,0.11,2,3,818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,2,1,669124,547343432,2,346,18515956,"Centro Storico","Apt","Apartment","Paid","Unknown","On_premises",5.84643877505772,1.6094379124341,2.59029039398023,1.09861228866811,1.38629436111989,6.70686233660275,44.9820024021405,301.68809773589,4.0943445622221,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",70,2,2,1,100,5,0.11,1,3,1323,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,1750329,2315685267,1,70,18516126,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.24849524204936,0.693147180559945,0.480453013918201,1.09861228866811,1.79175946922805,7.18765716411496,51.6624155088531,371.331730947691,4.60517018598809,0,0,0
"Apt","Centro Storico","Paid","Unknown","On_premises",90,5,1,1,99,157,3.65,200,3,1289,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25,1,2,1661521,2141700569,3,90,18520201,"Centro Storico","Apt","Apartment","Paid","Unknown","On_premises",4.49980967033027,1.6094379124341,2.59029039398023,1.09861228866811,5.06259503302697,7.16162200293919,51.2888297129827,367.311211377498,4.59511985013459,0,0,0
"Apt","Centro Storico","Paid","Unknown","On_premises",89,4,1,1,98,184,4.24,2,2,1302,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,1695204,2207155608,2,89,18523306,"Centro Storico","Apt","Apartment","Paid","Unknown","On_premises",4.48863636973214,1.38629436111989,1.92181205567281,0.693147180559945,5.22035582507832,7.17165682276851,51.4326615835622,368.857398358898,4.58496747867057,0,0,0
"Apt","Rifredi","No_parking","No_parking","No_parking",80,5,1,1.5,60,1,0.02,1,2,1310,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1,1716100,2248091000,1,80,18531730,"Rifredi","Apt","Apartment","No_parking","No_parking","No_parking",4.38202663467388,1.6094379124341,2.59029039398023,0.693147180559945,0.693147180559945,7.1777824161952,51.520560414241,369.803372613861,4.0943445622221,0,0,0
"Apt","Centro Storico","Free","Unknown","On_premises",120,5,2,1,99,35,0.82,3,0,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,1,1,1646089,2111932187,3,120,18534919,"Centro Storico","Apt","Apartment","Free","Unknown","On_premises",4.78749174278205,1.6094379124341,2.59029039398023,0,3.58351893845611,7.15695636461564,51.2220244050123,366.59379357395,4.59511985013459,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",105,6,2,2,96,70,1.64,1,3,1276,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,2,2,1628176,2077552576,1,105,18537899,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.65396035015752,1.79175946922805,3.2104019955684,1.09861228866811,4.26267987704132,7.15148546390474,51.1437443404407,365.753744220322,4.56434819146784,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",50,4,1,1,96,0,0.92,5,3,1194,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,NA,NA,3,50,18539400,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",3.91202300542815,1.38629436111989,1.92181205567281,1.09861228866811,0,NA,NA,NA,NA,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",34,4,2,1,94,100,2.28,2,3,1316,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,1731856,2279122496,2,34,18566451,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",3.52636052461616,1.38629436111989,1.92181205567281,1.09861228866811,4.61512051684126,7.18235211188526,51.5861818591027,370.510122219823,4.54329478227,0,0,0
"Apt","Campo di Marte","Free","No_parking","On_premises",108,4,1,1,96,54,1.3,1,2,1243,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,1545049,1920495907,1,108,18572863,"Campo di Marte","Apt","Apartment","Free","No_parking","On_premises",4.68213122712422,1.38629436111989,1.92181205567281,0.693147180559945,4.00733318523247,7.12528309151071,50.7696591341684,361.748193790453,4.56434819146784,0,0,0
"Apt","Centro Storico","Paid","Unknown","On_premises",68,2,1,1,99,114,2.68,4,1,1275,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,2,1625625,2072671875,3,68,18574584,"Centro Storico","Apt","Apartment","Paid","Unknown","On_premises",4.21950770517611,0.693147180559945,0.480453013918201,0,4.74493212836325,7.15070145759253,51.1325313356159,365.633466351984,4.59511985013459,0,0,0
"Apt","Isolotto Legnaia","Paid","Unknown","On_premises",70,4,2,2,100,65,1.53,1,3,1275,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2,2,1625625,2072671875,1,70,18577913,"Isolotto Legnaia","Apt","Apartment","Paid","Unknown","On_premises",4.24849524204936,1.38629436111989,1.92181205567281,1.09861228866811,4.18965474202643,7.15070145759253,51.1325313356159,365.633466351984,4.60517018598809,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",216,6,2,1,100,142,3.27,2,3,1302,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,36,1,2,1695204,2207155608,2,216,18581419,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",5.37527840768417,1.79175946922805,3.2104019955684,1.09861228866811,4.96284463025991,7.17165682276851,51.4326615835622,368.857398358898,4.60517018598809,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",143,6,2,2,94,79,1.82,3,2,1303,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,2,2,1697809,2212245127,3,143,18588962,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.96284463025991,1.79175946922805,3.2104019955684,0.693147180559945,4.38202663467388,7.17242457712485,51.4436743145445,368.975873991245,4.54329478227,0,0,0
"Apt","Centro Storico","Paid","Unknown","On_premises",75,2,1,1,99,74,1.72,2,1,1291,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,1666681,2151685171,2,75,18590450,"Centro Storico","Apt","Apartment","Paid","Unknown","On_premises",4.31748811353631,0.693147180559945,0.480453013918201,0,4.31748811353631,7.16317239084664,51.3110387009876,367.549815768578,4.59511985013459,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",75,2,1,1,96,51,1.17,2,1,1311,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,1718721,2253243231,2,75,18592816,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",4.31748811353631,0.693147180559945,0.480453013918201,0,3.95124371858143,7.1785454837637,51.5315152624642,369.921326158863,4.56434819146784,0,0,0
"Apt","Rifredi","Free","Unknown","Off_premises",62,4,1,1,99,118,2.75,2,2,1284,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,1,2,1648656,2116874304,2,62,18620242,"Rifredi","Apt","Apartment","Free","Unknown","Off_premises",4.12713438504509,1.38629436111989,1.92181205567281,0.693147180559945,4.77912349311153,7.15773548424991,51.2331772624902,366.713530862592,4.59511985013459,0,0,0
"Apt","Centro Storico","Free","Unknown","Off_premises",100,2,1,1,100,2,0.07,1,1,920,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,846400,778688000,1,100,18627361,"Centro Storico","Apt","Apartment","Free","Unknown","Off_premises",4.60517018598809,0.693147180559945,0.480453013918201,0,1.09861228866811,6.82437367004309,46.5720759883773,317.825249134328,4.60517018598809,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",75,4,2,1,95,12,0.44,1,2,823,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,677329,557441767,1,75,18627787,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",4.31748811353631,1.38629436111989,1.92181205567281,0.693147180559945,2.56494935746154,6.71295620067707,45.0637809522087,302.511187769083,4.55387689160054,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",60,2,1,1,88,30,0.68,2,1,1317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,1734489,2284322013,2,60,18631232,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.0943445622221,0.693147180559945,0.480453013918201,0,3.43398720448515,7.18311170174328,51.5970937197213,370.627687674074,4.47733681447821,0,0,0
"Apt","Centro Storico","Paid","Unknown","On_premises",80,2,1,1,99,30,0.73,2,1,1228,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,1507984,1851804352,2,80,18643095,"Centro Storico","Apt","Apartment","Paid","Unknown","On_premises",4.38202663467388,0.693147180559945,0.480453013918201,0,3.43398720448515,7.11314210870709,50.5967906586619,359.902162199565,4.59511985013459,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",37,5,2,1,90,84,1.94,2,2,1298,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,1,2,1684804,2186875592,2,37,18643789,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",3.61091791264422,1.6094379124341,2.59029039398023,0.693147180559945,4.44265125649032,7.16857989726403,51.388537743458,368.382838617547,4.49980967033027,0,0,0
"Apt","Rifredi","Paid","No_parking","Off_premises",150,6,3,1,96,0,0.92,6,4,1194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,1,0,NA,NA,3,150,18644144,"Rifredi","Apt","Apartment","Paid","No_parking","Off_premises",5.01063529409626,1.79175946922805,3.2104019955684,1.38629436111989,0,NA,NA,NA,NA,0,0,0
