"f_room_type","f_neighbourhood_cleansed","f_parking_free_vs_paid","f_parking_type","f_parking_on_vs_off_premises","euro_price_day","n_accommodates","n_bedrooms","n_bathrooms","n_review_scores_rating","n_number_of_reviews","n_reviews_per_month","n_minimum_nights","n_beds","n_days_since","d_airconditioning","d_balcony","d_bathtub","d_bedlinens","d_breakfast","d_changingtable","d_cleaningproducts","d_complimentarybreakfastbuffet","d_conditioner","d_dedicatedworkspace","d_dedicatedworkspacetable","d_diningareafor12people","d_dryer","d_espressomachine","d_gasstove","d_hairdryer","d_hangers","d_hottub","d_inductionstove","d_ironingboard","d_laundromatnearby","d_luggagestorage","d_nespressomachine","d_piano","d_pool","d_portableairconditioning","d_roomdarkeningshades","d_samsungrefrigerator","d_sunloungers","d_valetparkingu2014u20ac30day","d_wifi","d_windowacunit","n_accommodates2","f_bathroom","f_number_of_reviews","n_days_since2","n_days_since3","f_minimum_nights","price","id","neighbourhood_cleansed","room_type","property_type","parking_free_vs_paid","parking_type","parking_on_vs_off_premises","ln_price","ln_accommodates","ln_accommodates2","ln_beds","ln_number_of_reviews","ln_days_since","ln_days_since2","ln_days_since3","ln_review_scores_rating","flag_days_since","flag_review_scores_rating","flag_reviews_per_month"
"Apt","Centro Storico","Paid","No_parking","Off_premises",45,2,1,1,99,312,4.49,150,1,2084,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,4343056,9050928704,3,45,5679987,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",3.80666248977032,0.693147180559945,0.480453013918201,0,5.74620319054015,7.64204440287326,58.4008426554865,446.301832738442,4.59511985013459,0,0,0
"Apt","Centro Storico","Paid","Unknown","On_premises",100,5,2,1,97,155,2.22,2,3,2089,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,1,2,4363921,9116230969,2,100,5687722,"Centro Storico","Apt","Apartment","Paid","Unknown","On_premises",4.60517018598809,1.6094379124341,2.59029039398023,1.09861228866811,5.04985600724954,7.64444076155657,58.4374745569475,446.721812505554,4.57471097850338,0,0,0
"Apt","Campo di Marte","No_parking","No_parking","No_parking",75,2,1,1,89,10,0.14,3,2,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,4347225,9063964125,3,75,5693309,"Campo di Marte","Apt","Apartment","No_parking","No_parking","No_parking",4.31748811353631,0.693147180559945,0.480453013918201,0,2.39789527279837,7.6425241342329,58.4081751423324,446.385888161777,4.48863636973214,0,0,0
"Apt","Centro Storico","Paid","No_parking","On_premises",169,6,5,2.5,84,19,0.27,3,5,2091,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,2,1,4372281,9142439571,3,169,5695096,"Centro Storico","Apt","Apartment","Paid","No_parking","On_premises",5.12989871492307,1.79175946922805,3.2104019955684,1.6094379124341,2.99573227355399,7.64539769942863,58.4521059824286,446.889596604819,4.43081679884331,0,0,0
"Apt","Rifredi","Free","Unknown","Off_premises",51,4,1,1.5,98,124,1.78,2,2,2087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,4355569,9090072503,2,51,5699519,"Rifredi","Apt","Apartment","Free","Unknown","Off_premises",3.93182563272433,1.38629436111989,1.92181205567281,0.693147180559945,4.8283137373023,7.6434829070772,58.4228309507813,446.553909755358,4.58496747867057,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",54,2,1,1,89,59,0.86,3,1,2065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,4264225,8805624625,3,54,5703006,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",3.98898404656427,0.693147180559945,0.480453013918201,0,4.0943445622221,7.63288550539513,58.2609411384711,444.699093146515,4.48863636973214,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",350,6,3,3,95,37,0.54,3,4,2041,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,2,1,4165681,8502154921,3,350,5703757,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",5.85793315448346,1.79175946922805,3.2104019955684,1.38629436111989,3.63758615972639,7.62119516280984,58.0826157096362,442.658949889622,4.55387689160054,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",42,2,1,1,95,237,3.47,3,1,2048,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,4194304,8589934592,3,42,5704167,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",3.73766961828337,0.693147180559945,0.480453013918201,0,5.47227067367148,7.6246189861594,58.1348146841024,443.255811797265,4.55387689160054,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",226,4,2,2,88,22,0.32,3,2,2064,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2,1,4260096,8792838144,3,226,5704390,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",5.42053499927229,1.38629436111989,1.92181205567281,0.693147180559945,3.13549421592915,7.63240112660145,58.2535469573471,444.614437425787,4.47733681447821,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",51,2,1,1,96,15,0.22,2,0,2069,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,4280761,8856894509,2,51,5708327,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",3.93182563272433,0.693147180559945,0.480453013918201,0,2.77258872223978,7.63482067774554,58.2904867813309,445.037413793958,4.56434819146784,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",42,2,1,1,95,185,2.69,3,1,2065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,4264225,8805624625,3,42,5714526,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",3.73766961828337,0.693147180559945,0.480453013918201,0,5.2257466737132,7.63288550539513,58.2609411384711,444.699093146515,4.55387689160054,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",106,4,1,1,87,105,1.52,2,4,2073,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,4297329,8908363017,2,106,5725086,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.66343909411207,1.38629436111989,1.92181205567281,1.38629436111989,4.66343909411207,7.63675211243578,58.3199828267923,445.375252049725,4.46590811865458,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",150,4,1,1,96,66,0.95,3,2,2087,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,4355569,9090072503,3,150,5725538,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",5.01063529409626,1.38629436111989,1.92181205567281,0.693147180559945,4.20469261939097,7.6434829070772,58.4228309507813,446.553909755358,4.56434819146784,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",88,3,1,1,85,128,1.84,2,3,2087,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2,4355569,9090072503,2,88,5725753,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.47733681447821,1.09861228866811,1.20694896081258,1.09861228866811,4.85981240436167,7.6434829070772,58.4228309507813,446.553909755358,4.44265125649032,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",100,4,1,1,99,26,0.83,3,1,944,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,891136,841232384,3,100,5731482,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",4.60517018598809,1.38629436111989,1.92181205567281,0,3.29583686600433,6.8501261661455,46.9242284921113,321.436885420001,4.59511985013459,0,0,0
"Apt","Centro Storico","Paid","Unknown","On_premises",105,2,1,1,97,94,1.36,3,1,2078,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,4318084,8972978552,3,105,5731581,"Centro Storico","Apt","Apartment","Paid","Unknown","On_premises",4.65396035015752,0.693147180559945,0.480453013918201,0,4.55387689160054,7.63916117165917,58.3567834065851,445.79687390251,4.57471097850338,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",65,2,1,1,93,11,0.2,1,2,1624,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,2637376,4283098624,1,65,5732176,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.17438726989564,0.693147180559945,0.480453013918201,0.693147180559945,2.484906649788,7.39264752072162,54.6512373656316,404.017334415405,4.53259949315326,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",68,5,1,2,98,54,0.78,2,3,2065,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,2,2,4264225,8805624625,2,68,5734042,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",4.21950770517611,1.6094379124341,2.59029039398023,1.09861228866811,4.00733318523247,7.63288550539513,58.2609411384711,444.699093146515,4.58496747867057,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",89,4,1,1,98,146,2.1,2,1,2087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,4355569,9090072503,2,89,5741330,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.48863636973214,1.38629436111989,1.92181205567281,0,4.99043258677874,7.6434829070772,58.4228309507813,446.553909755358,4.58496747867057,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",82,4,1,1,95,26,0.37,2,2,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,4347225,9063964125,2,82,5742381,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.40671924726425,1.38629436111989,1.92181205567281,0.693147180559945,3.29583686600433,7.6425241342329,58.4081751423324,446.385888161777,4.55387689160054,0,0,0
"Apt","Campo di Marte","Free","Unknown","Off_premises",130,4,1,2,96,5,0.09,5,2,1650,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2,1,2722500,4492125000,3,130,5744650,"Campo di Marte","Apt","Apartment","Free","Unknown","Off_premises",4.86753445045558,1.38629436111989,1.92181205567281,0.693147180559945,1.79175946922805,7.40853056689463,54.886325160612,406.627017656912,4.56434819146784,0,0,0
"Apt","Centro Storico","Paid","Unknown","On_premises",80,5,3,1,96,84,1.28,3,4,1971,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,1,2,3884841,7657021611,3,80,5744926,"Centro Storico","Apt","Apartment","Paid","Unknown","On_premises",4.38202663467388,1.6094379124341,2.59029039398023,1.38629436111989,4.44265125649032,7.58629630715272,57.551891659919,436.605703169297,4.56434819146784,0,0,0
"Apt","Centro Storico","Free","Unknown","On_premises",60,4,1,1,96,450,6.49,2,2,2080,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,4326400,8998912000,2,60,5745043,"Centro Storico","Apt","Apartment","Free","Unknown","On_premises",4.0943445622221,1.38629436111989,1.92181205567281,0.693147180559945,6.11146733950268,7.64012317269536,58.3714820939567,445.965312970611,4.56434819146784,0,0,0
"Apt","Isolotto Legnaia","Paid","No_parking","On_premises",200,4,2,2,94,87,1.3,4,2,2010,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2,2,4040100,8120601000,3,200,5745582,"Isolotto Legnaia","Apt","Apartment","Paid","No_parking","On_premises",5.29831736654804,1.38629436111989,1.92181205567281,0.693147180559945,4.47733681447821,7.60589000105312,57.8495627081199,439.997410566984,4.54329478227,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",100,3,2,1,98,12,0.18,2,3,2026,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,1,4104676,8316073576,2,100,5746335,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.60517018598809,1.09861228866811,1.20694896081258,1.09861228866811,2.56494935746154,7.61381868480863,57.970234965141,441.374858140337,4.58496747867057,0,0,0
"Apt","Centro Storico","Paid","Unknown","On_premises",68,4,1,1,98,123,1.78,2,2,2069,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,1,2,4280761,8856894509,2,68,5747650,"Centro Storico","Apt","Apartment","Paid","Unknown","On_premises",4.21950770517611,1.38629436111989,1.92181205567281,0.693147180559945,4.82028156560504,7.63482067774554,58.2904867813309,445.037413793958,4.58496747867057,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",99,3,1,1,100,2,0.03,2,3,1724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,1,2972176,5124031424,2,99,5752083,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.59511985013459,1.09861228866811,1.20694896081258,1.09861228866811,1.09861228866811,7.45240245122364,55.5383022950041,413.893780160088,4.60517018598809,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",263,6,3,2,98,210,3.02,1,4,2087,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,36,2,2,4355569,9090072503,1,263,5752196,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",5.57215403217776,1.79175946922805,3.2104019955684,1.38629436111989,5.35185813347607,7.6434829070772,58.4228309507813,446.553909755358,4.58496747867057,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",76,4,2,1,97,96,1.43,2,3,2010,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,4040100,8120601000,2,76,5753241,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.33073334028633,1.38629436111989,1.92181205567281,1.09861228866811,4.57471097850338,7.60589000105312,57.8495627081199,439.997410566984,4.57471097850338,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",30,4,2,1,97,182,2.63,1,2,2075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,4305625,8934171875,1,30,5753812,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",3.40119738166216,1.38629436111989,1.92181205567281,0.693147180559945,5.20948615284142,7.6377164326648,58.3347123057979,445.543990772766,4.57471097850338,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",59,4,2,1,60,1,0.02,1,4,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,3857296,7575729344,1,59,5757233,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.07753744390572,1.38629436111989,1.92181205567281,1.38629436111989,0.693147180559945,7.58273848891441,57.497922991264,435.991713698494,4.0943445622221,0,0,0
"Apt","Centro Storico","Paid","Unknown","On_premises",129,4,2,1.5,96,120,1.72,2,7,2086,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,4351396,9077012056,2,129,5757794,"Centro Storico","Apt","Apartment","Paid","Unknown","On_premises",4.85981240436167,1.38629436111989,1.92181205567281,1.94591014905531,4.79579054559674,7.64300363556072,58.4155045731944,446.469913826038,4.56434819146784,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",185,4,1,1,93,48,0.7,3,2,2054,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,4218916,8665653464,3,185,5769150,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",5.22035582507832,1.38629436111989,1.92181205567281,0.693147180559945,3.89182029811063,7.6275443904885,58.1794334288726,443.766211092197,4.53259949315326,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",125,4,2,1.5,98,13,0.19,3,3,2084,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,4343056,9050928704,3,125,5769170,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",4.8283137373023,1.38629436111989,1.92181205567281,1.09861228866811,2.63905732961526,7.64204440287326,58.4008426554865,446.301832738442,4.58496747867057,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",212,6,3,2,95,16,0.23,2,4,2082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,2,1,4334724,9024895368,2,212,5769183,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",5.35658627467201,1.79175946922805,3.2104019955684,1.38629436111989,2.83321334405622,7.64108424917491,58.386168502989,446.133632517861,4.55387689160054,0,0,0
"Apt","Gavinana Galluzzo","Free","Unknown","Off_premises",100,4,1,1,90,2,0.03,1,2,1993,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,1,1,3972049,7916293657,1,100,5772594,"Gavinana Galluzzo","Apt","Apartment","Free","Unknown","Off_premises",4.60517018598809,1.38629436111989,1.92181205567281,0.693147180559945,1.09861228866811,7.59739632021279,57.7204308463829,438.524988913407,4.49980967033027,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",60,4,3,1.5,97,45,0.67,1,4,2019,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,4076361,8230172859,1,60,5776344,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",4.0943445622221,1.38629436111989,1.92181205567281,1.38629436111989,3.8286413964891,7.61035761831284,57.9175430786122,440.773215202279,4.57471097850338,0,0,0
"Apt","Campo di Marte","No_parking","No_parking","No_parking",50,2,1,1,97,165,2.37,1,2,2086,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,4351396,9077012056,1,50,5778592,"Campo di Marte","Apt","Apartment","No_parking","No_parking","No_parking",3.91202300542815,0.693147180559945,0.480453013918201,0.693147180559945,5.11198778835654,7.64300363556072,58.4155045731944,446.469913826038,4.57471097850338,0,0,0
"Apt","Centro Storico","Paid","No_parking","On_premises",63,5,1,1,86,113,1.68,1,3,2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,1,2,4068289,8205738913,1,63,5781110,"Centro Storico","Apt","Apartment","Paid","No_parking","On_premises",4.14313472639153,1.6094379124341,2.59029039398023,1.09861228866811,4.7361984483945,7.60936653795421,57.9024591089373,440.601034808809,4.45434729625351,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",75,2,1,1,91,86,1.25,3,1,2065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,4264225,8805624625,3,75,5785509,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.31748811353631,0.693147180559945,0.480453013918201,0,4.46590811865458,7.63288550539513,58.2609411384711,444.699093146515,4.51085950651685,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",79,2,1,1,97,30,0.43,2,0,2086,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,4351396,9077012056,2,79,5788199,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",4.36944785246702,0.693147180559945,0.480453013918201,0,3.43398720448515,7.64300363556072,58.4155045731944,446.469913826038,4.57471097850338,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",77,4,2,1,88,28,0.41,15,2,2073,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,4297329,8908363017,3,77,5789231,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.34380542185368,1.38629436111989,1.92181205567281,0.693147180559945,3.36729582998647,7.63675211243578,58.3199828267923,445.375252049725,4.47733681447821,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",85,4,2,1,97,226,3.32,2,3,2043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,1,2,4173849,8527173507,2,85,5791167,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",4.44265125649032,1.38629436111989,1.92181205567281,1.09861228866811,5.4249500174814,7.62217459481762,58.0975455538832,442.829635742068,4.57471097850338,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",75,3,1,1,97,216,3.17,2,1,2043,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,1,2,4173849,8527173507,2,75,5791194,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.31748811353631,1.09861228866811,1.20694896081258,0,5.37989735354046,7.62217459481762,58.0975455538832,442.829635742068,4.57471097850338,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",50,3,1,1,93,100,1.43,1,2,2091,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2,4372281,9142439571,1,50,5796026,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",3.91202300542815,1.09861228866811,1.20694896081258,0.693147180559945,4.61512051684126,7.64539769942863,58.4521059824286,446.889596604819,4.53259949315326,0,0,0
"Apt","Centro Storico","Paid","No_parking","Off_premises",49,2,1,1,84,140,2.04,2,1,2053,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,4214809,8653002877,2,49,5811710,"Centro Storico","Apt","Apartment","Paid","No_parking","Off_premises",3.89182029811063,0.693147180559945,0.480453013918201,0,4.94875989037817,7.62705741701893,58.1720048425035,443.681220996878,4.43081679884331,0,0,0
"Apt","Centro Storico","Paid","Unknown","On_premises",65,2,1,1,93,83,1.76,3,1,1412,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,1993744,2815166528,3,65,5818521,"Centro Storico","Apt","Apartment","Paid","Unknown","On_premises",4.17438726989564,0.693147180559945,0.480453013918201,0,4.43081679884331,7.25276241805319,52.6025626927247,381.51388979108,4.53259949315326,0,0,0
"Apt","Centro Storico","Free","Unknown","On_premises",102,5,1,1,93,124,1.78,2,2,2088,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25,1,2,4359744,9103145472,2,102,5827985,"Centro Storico","Apt","Apartment","Free","Unknown","On_premises",4.62497281328427,1.6094379124341,2.59029039398023,0.693147180559945,4.8283137373023,7.64396194900253,58.4301542777985,446.637875973839,4.53259949315326,0,0,0
"Apt","Centro Storico","Paid","No_parking","On_premises",150,5,2,2,93,9,0.13,3,3,2057,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,2,1,4231249,8703679193,3,150,5833482,"Centro Storico","Apt","Apartment","Paid","No_parking","On_premises",5.01063529409626,1.6094379124341,2.59029039398023,1.09861228866811,2.30258509299405,7.62900388965296,58.20170034834,444.020998341901,4.53259949315326,0,0,0
"Apt","Isolotto Legnaia","Paid","Unknown","On_premises",79,2,1,1,98,436,6.26,2,1,2089,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,4363921,9116230969,2,79,5835622,"Isolotto Legnaia","Apt","Apartment","Paid","Unknown","On_premises",4.36944785246702,0.693147180559945,0.480453013918201,0,6.07993319509559,7.64444076155657,58.4374745569475,446.721812505554,4.58496747867057,0,0,0
"Apt","Rifredi","Paid","No_parking","Off_premises",89,2,1,1,94,90,1.33,3,1,2030,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,4120900,8365427000,3,89,5836211,"Rifredi","Apt","Apartment","Paid","No_parking","Off_premises",4.48863636973214,0.693147180559945,0.480453013918201,0,4.51085950651685,7.61579107203583,58.0002736529007,441.717966261396,4.54329478227,0,0,0
"Apt","Campo di Marte","Free","No_parking","On_premises",51,4,1,1,97,8,0.18,3,2,1359,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,1,1846881,2509911279,3,51,5842206,"Campo di Marte","Apt","Apartment","Free","No_parking","On_premises",3.93182563272433,1.38629436111989,1.92181205567281,0.693147180559945,2.19722457733622,7.21450441415114,52.0490739418063,375.508273705641,4.57471097850338,0,0,0
"Apt","Centro Storico","No_parking","No_parking","No_parking",65,2,1,1,98,14,0.2,5,1,2053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,4214809,8653002877,3,65,5845328,"Centro Storico","Apt","Apartment","No_parking","No_parking","No_parking",4.17438726989564,0.693147180559945,0.480453013918201,0,2.70805020110221,7.62705741701893,58.1720048425035,443.681220996878,4.58496747867057,0,0,0
"Apt","Rifredi","Free","No_parking","On_premises",67,4,1,1,95,302,4.33,2,2,2089,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,4363921,9116230969,2,67,5848943,"Rifredi","Apt","Apartment","Free","No_parking","On_premises",4.20469261939097,1.38629436111989,1.92181205567281,0.693147180559945,5.71373280550937,7.64444076155657,58.4374745569475,446.721812505554,4.55387689160054,0,0,0
